day,zone,score,flagged,spiked
2024-05-17,LZ_NORTH,0.3401,0,0
2024-05-17,LZ_SOUTH,0.3415,0,0
2024-05-17,LZ_WEST,0.3457,0,0
2024-05-18,LZ_HOUSTON,0.0402,0,0
2024-05-18,LZ_NORTH,0.04,0,0
2024-05-18,LZ_SOUTH,0.0411,0,0
2024-05-18,LZ_WEST,0.0421,0,0
2024-05-19,LZ_HOUSTON,0.013,0,0
2024-05-19,LZ_NORTH,0.0081,0,0
2024-05-19,LZ_SOUTH,0.0143,0,0
2024-05-19,LZ_WEST,0.0067,0,0
2024-05-20,LZ_HOUSTON,0.0165,0,0
2024-05-20,LZ_NORTH,0.0129,0,0
2024-05-20,LZ_SOUTH,0.0182,0,0
2024-05-20,LZ_WEST,0.0156,0,0
2024-05-21,LZ_HOUSTON,0.0288,0,0
2024-05-21,LZ_NORTH,0.0309,0,0
2024-05-21,LZ_SOUTH,0.0251,0,0
2024-05-21,LZ_WEST,0.0371,0,0
2024-05-22,LZ_HOUSTON,0.0293,0,0
2024-05-22,LZ_NORTH,0.0305,0,0
2024-05-22,LZ_SOUTH,0.028,0,0
2024-05-22,LZ_WEST,0.0356,0,0
2024-05-23,LZ_HOUSTON,0.0167,0,0
2024-05-23,LZ_NORTH,0.015,0,0
2024-05-23,LZ_SOUTH,0.0247,0,0
2024-05-23,LZ_WEST,0.0246,0,0
2024-05-24,LZ_HOUSTON,0.3126,0,0
2024-05-24,LZ_NORTH,0.3195,0,0
2024-05-24,LZ_SOUTH,0.3193,0,0
2024-05-24,LZ_WEST,0.3258,0,0
2024-05-25,LZ_HOUSTON,0.016,0,0
2024-05-25,LZ_NORTH,0.0097,0,0
2024-05-25,LZ_SOUTH,0.019,0,0
2024-05-25,LZ_WEST,0.0221,0,0
2024-05-26,LZ_HOUSTON,0.5981,0,0
2024-05-26,LZ_NORTH,0.6067,0,0
2024-05-26,LZ_SOUTH,0.6023,0,0
2024-05-26,LZ_WEST,0.6119,0,0
2024-05-27,LZ_HOUSTON,0.1254,0,0
2024-05-27,LZ_NORTH,0.1178,0,0
2024-05-27,LZ_SOUTH,0.1486,0,0
2024-05-27,LZ_WEST,0.1219,0,0
2024-05-28,LZ_HOUSTON,0.0162,0,0
2024-05-28,LZ_NORTH,0.0096,0,0
2024-05-28,LZ_SOUTH,0.0372,0,0
2024-05-28,LZ_WEST,0.0133,0,0
2024-05-29,LZ_HOUSTON,0.0101,0,0
2024-05-29,LZ_NORTH,0.0098,0,0
2024-05-29,LZ_SOUTH,0.0369,0,0
2024-05-29,LZ_WEST,0.0146,0,0
2024-05-30,LZ_HOUSTON,0.0059,0,1
2024-05-30,LZ_NORTH,0.0054,0,0
2024-05-30,LZ_SOUTH,0.0213,0,0
2024-05-30,LZ_WEST,0.0076,0,0
2024-05-31,LZ_HOUSTON,0.0216,0,0
2024-05-31,LZ_NORTH,0.0222,0,0
2024-05-31,LZ_SOUTH,0.0296,0,0
2024-05-31,LZ_WEST,0.0288,0,0
2024-06-01,LZ_HOUSTON,0.0137,0,0
2024-06-01,LZ_NORTH,0.0139,0,0
2024-06-01,LZ_SOUTH,0.0214,0,0
2024-06-01,LZ_WEST,0.0166,0,0
2024-06-02,LZ_HOUSTON,0.0107,0,0
2024-06-02,LZ_NORTH,0.0101,0,0
2024-06-02,LZ_SOUTH,0.018,0,0
2024-06-02,LZ_WEST,0.0113,0,0
2024-06-03,LZ_HOUSTON,0.0145,0,0
2024-06-03,LZ_NORTH,0.0146,0,0
2024-06-03,LZ_SOUTH,0.0265,0,0
2024-06-03,LZ_WEST,0.0165,0,0
2024-06-04,LZ_HOUSTON,0.0429,0,0
2024-06-04,LZ_NORTH,0.0452,0,0
2024-06-04,LZ_SOUTH,0.0454,0,0
2024-06-04,LZ_WEST,0.0554,0,0
2024-06-05,LZ_HOUSTON,0.058,0,0
2024-06-05,LZ_NORTH,0.0588,0,0
2024-06-05,LZ_SOUTH,0.0667,0,0
2024-06-05,LZ_WEST,0.0858,0,0
2024-06-06,LZ_HOUSTON,0.0855,0,0
2024-06-06,LZ_NORTH,0.0705,0,0
2024-06-06,LZ_SOUTH,0.1101,0,0
2024-06-06,LZ_WEST,0.076,0,0
2024-06-07,LZ_HOUSTON,0.0167,0,0
2024-06-07,LZ_NORTH,0.0073,0,0
2024-06-07,LZ_SOUTH,0.0383,0,0
2024-06-07,LZ_WEST,0.0075,0,0
2024-06-08,LZ_HOUSTON,0.0133,0,0
2024-06-08,LZ_NORTH,0.0113,0,0
2024-06-08,LZ_SOUTH,0.0231,0,0
2024-06-08,LZ_WEST,0.0118,0,0
2024-06-09,LZ_HOUSTON,0.0281,0,0
2024-06-09,LZ_NORTH,0.0257,0,0
2024-06-09,LZ_SOUTH,0.0377,0,0
2024-06-09,LZ_WEST,0.0277,0,0
2024-06-10,LZ_HOUSTON,0.0512,0,0
2024-06-10,LZ_NORTH,0.0475,0,0
2024-06-10,LZ_SOUTH,0.0575,0,0
2024-06-10,LZ_WEST,0.059,0,0
2024-06-11,LZ_HOUSTON,0.0328,0,0
2024-06-11,LZ_NORTH,0.0313,0,0
2024-06-11,LZ_SOUTH,0.0401,0,0
2024-06-11,LZ_WEST,0.0373,0,0
2024-06-12,LZ_HOUSTON,0.0299,0,0
2024-06-12,LZ_NORTH,0.0284,0,0
2024-06-12,LZ_SOUTH,0.0472,0,0
2024-06-12,LZ_WEST,0.038,0,0
2024-06-13,LZ_HOUSTON,0.0404,0,0
2024-06-13,LZ_NORTH,0.0381,0,0
2024-06-13,LZ_SOUTH,0.068,0,0
2024-06-13,LZ_WEST,0.0413,0,0
2024-06-14,LZ_HOUSTON,0.0238,0,0
2024-06-14,LZ_NORTH,0.0153,0,0
2024-06-14,LZ_SOUTH,0.0565,0,0
2024-06-14,LZ_WEST,0.0195,0,0
2024-06-15,LZ_HOUSTON,0.0184,0,0
2024-06-15,LZ_NORTH,0.0173,0,0
2024-06-15,LZ_SOUTH,0.0372,0,0
2024-06-15,LZ_WEST,0.0183,0,0
2024-06-16,LZ_HOUSTON,0.0139,0,0
2024-06-16,LZ_NORTH,0.0125,0,0
2024-06-16,LZ_SOUTH,0.0244,0,0
2024-06-16,LZ_WEST,0.0126,0,0
2024-06-17,LZ_HOUSTON,0.0089,0,0
2024-06-17,LZ_NORTH,0.0081,0,0
2024-06-17,LZ_SOUTH,0.0198,0,0
2024-06-17,LZ_WEST,0.0063,0,0
2024-06-18,LZ_HOUSTON,0.0084,0,0
2024-06-18,LZ_NORTH,0.0082,0,0
2024-06-18,LZ_SOUTH,0.0145,0,0
2024-06-18,LZ_WEST,0.005,0,0
2024-06-19,LZ_HOUSTON,0.0067,0,0
2024-06-19,LZ_NORTH,0.0066,0,0
2024-06-19,LZ_SOUTH,0.0071,0,0
2024-06-19,LZ_WEST,0.0069,0,0
2024-06-20,LZ_HOUSTON,0.0185,0,0
2024-06-20,LZ_NORTH,0.0187,0,0
2024-06-20,LZ_SOUTH,0.0185,0,0
2024-06-20,LZ_WEST,0.02,0,0
2024-06-21,LZ_HOUSTON,0.0192,0,0
2024-06-21,LZ_NORTH,0.0189,0,0
2024-06-21,LZ_SOUTH,0.0206,0,0
2024-06-21,LZ_WEST,0.0208,0,0
2024-06-22,LZ_HOUSTON,0.0267,0,0
2024-06-22,LZ_NORTH,0.0268,0,0
2024-06-22,LZ_SOUTH,0.0282,0,0
2024-06-22,LZ_WEST,0.0276,0,0
2024-06-23,LZ_HOUSTON,0.0903,0,0
2024-06-23,LZ_NORTH,0.0906,0,0
2024-06-23,LZ_SOUTH,0.0912,0,0
2024-06-23,LZ_WEST,0.0931,0,0
2024-06-24,LZ_HOUSTON,0.0489,0,0
2024-06-24,LZ_NORTH,0.0469,0,0
2024-06-24,LZ_SOUTH,0.0555,0,0
2024-06-24,LZ_WEST,0.0514,0,0
2024-06-25,LZ_HOUSTON,0.0301,0,0
2024-06-25,LZ_NORTH,0.0322,0,0
2024-06-25,LZ_SOUTH,0.0333,0,0
2024-06-25,LZ_WEST,0.0329,0,0
2024-06-26,LZ_HOUSTON,0.0615,0,0
2024-06-26,LZ_NORTH,0.0649,0,0
2024-06-26,LZ_SOUTH,0.064,0,0
2024-06-26,LZ_WEST,0.065,0,0
2024-06-27,LZ_HOUSTON,0.0177,0,0
2024-06-27,LZ_NORTH,0.0194,0,0
2024-06-27,LZ_SOUTH,0.023,0,0
2024-06-27,LZ_WEST,0.017,0,0
2024-06-28,LZ_HOUSTON,0.0116,0,0
2024-06-28,LZ_NORTH,0.0134,0,0
2024-06-28,LZ_SOUTH,0.0102,0,0
2024-06-28,LZ_WEST,0.0119,0,0
2024-06-29,LZ_HOUSTON,0.015,0,0
2024-06-29,LZ_NORTH,0.0157,0,0
2024-06-29,LZ_SOUTH,0.0131,0,0
2024-06-29,LZ_WEST,0.0167,0,0
2024-06-30,LZ_HOUSTON,0.0221,0,0
2024-06-30,LZ_NORTH,0.0228,0,0
2024-06-30,LZ_SOUTH,0.0215,0,0
2024-06-30,LZ_WEST,0.0236,0,0
2024-07-01,LZ_HOUSTON,0.0131,0,0
2024-07-01,LZ_NORTH,0.014,0,0
2024-07-01,LZ_SOUTH,0.0148,0,0
2024-07-01,LZ_WEST,0.0107,0,0
2024-07-02,LZ_HOUSTON,0.0146,0,0
2024-07-02,LZ_NORTH,0.0155,0,0
2024-07-02,LZ_SOUTH,0.0142,0,0
2024-07-02,LZ_WEST,0.0143,0,0
2024-07-03,LZ_HOUSTON,0.013,0,0
2024-07-03,LZ_NORTH,0.0148,0,0
2024-07-03,LZ_SOUTH,0.011,0,0
2024-07-03,LZ_WEST,0.0133,0,0
2024-07-04,LZ_HOUSTON,0.0218,0,0
2024-07-04,LZ_NORTH,0.0251,0,0
2024-07-04,LZ_SOUTH,0.0189,0,0
2024-07-04,LZ_WEST,0.0283,0,0
2024-07-05,LZ_HOUSTON,0.0111,0,0
2024-07-05,LZ_NORTH,0.0113,0,0
2024-07-05,LZ_SOUTH,0.0162,0,0
2024-07-05,LZ_WEST,0.0124,0,0
2024-07-06,LZ_HOUSTON,0.0152,0,0
2024-07-06,LZ_NORTH,0.0148,0,0
2024-07-06,LZ_SOUTH,0.0248,0,1
2024-07-06,LZ_WEST,0.0174,0,0
2024-07-07,LZ_HOUSTON,0.009,0,0
2024-07-07,LZ_NORTH,0.0096,0,0
2024-07-07,LZ_SOUTH,0.012,0,0
2024-07-07,LZ_WEST,0.0109,0,0
2024-07-08,LZ_HOUSTON,0.0068,0,0
2024-07-08,LZ_NORTH,0.0067,0,0
2024-07-08,LZ_SOUTH,0.0133,0,0
2024-07-08,LZ_WEST,0.0086,0,0
2024-07-09,LZ_HOUSTON,0.031,0,0
2024-07-09,LZ_NORTH,0.032,0,0
2024-07-09,LZ_SOUTH,0.0339,0,0
2024-07-09,LZ_WEST,0.0333,0,0
2024-07-10,LZ_HOUSTON,0.023,0,0
2024-07-10,LZ_NORTH,0.0239,0,0
2024-07-10,LZ_SOUTH,0.0257,0,0
2024-07-10,LZ_WEST,0.0244,0,0
2024-07-11,LZ_HOUSTON,0.0202,0,0
2024-07-11,LZ_NORTH,0.0211,0,0
2024-07-11,LZ_SOUTH,0.0209,0,0
2024-07-11,LZ_WEST,0.0246,0,0
2024-07-12,LZ_HOUSTON,0.0084,0,0
2024-07-12,LZ_NORTH,0.0087,0,0
2024-07-12,LZ_SOUTH,0.0086,0,0
2024-07-12,LZ_WEST,0.0097,0,0
2024-07-13,LZ_HOUSTON,0.0062,0,0
2024-07-13,LZ_NORTH,0.0064,0,0
2024-07-13,LZ_SOUTH,0.0064,0,0
2024-07-13,LZ_WEST,0.008,0,0
2024-07-14,LZ_HOUSTON,0.0074,0,0
2024-07-14,LZ_NORTH,0.0075,0,0
2024-07-14,LZ_SOUTH,0.0071,0,0
2024-07-14,LZ_WEST,0.0081,0,0
2024-07-15,LZ_HOUSTON,0.0114,0,0
2024-07-15,LZ_NORTH,0.0126,0,0
2024-07-15,LZ_SOUTH,0.0101,0,0
2024-07-15,LZ_WEST,0.0125,0,0
2024-07-16,LZ_HOUSTON,0.0253,0,0
2024-07-16,LZ_NORTH,0.0305,0,0
2024-07-16,LZ_SOUTH,0.0179,0,0
2024-07-16,LZ_WEST,0.0301,0,0
2024-07-17,LZ_HOUSTON,0.0206,0,0
2024-07-17,LZ_NORTH,0.0245,0,0
2024-07-17,LZ_SOUTH,0.0182,0,0
2024-07-17,LZ_WEST,0.0261,0,0
2024-07-18,LZ_HOUSTON,0.0129,0,0
2024-07-18,LZ_NORTH,0.0126,0,0
2024-07-18,LZ_SOUTH,0.0172,0,0
2024-07-18,LZ_WEST,0.0209,0,0
2024-07-19,LZ_HOUSTON,0.0131,0,0
2024-07-19,LZ_NORTH,0.013,0,0
2024-07-19,LZ_SOUTH,0.0167,0,0
2024-07-19,LZ_WEST,0.0254,0,0
2024-07-20,LZ_HOUSTON,0.0154,0,0
2024-07-20,LZ_NORTH,0.0151,0,0
2024-07-20,LZ_SOUTH,0.0148,0,0
2024-07-20,LZ_WEST,0.0288,0,0
2024-07-21,LZ_HOUSTON,0.0117,0,0
2024-07-21,LZ_NORTH,0.0113,0,0
2024-07-21,LZ_SOUTH,0.0117,0,0
2024-07-21,LZ_WEST,0.0226,0,0
2024-07-22,LZ_HOUSTON,0.0091,0,0
2024-07-22,LZ_NORTH,0.0089,0,0
2024-07-22,LZ_SOUTH,0.0089,0,0
2024-07-22,LZ_WEST,0.0179,0,0
2024-07-23,LZ_HOUSTON,0.0114,0,0
2024-07-23,LZ_NORTH,0.0112,0,0
2024-07-23,LZ_SOUTH,0.0119,0,0
2024-07-23,LZ_WEST,0.0192,0,0
2024-07-24,LZ_HOUSTON,0.0106,0,0
2024-07-24,LZ_NORTH,0.0103,0,0
2024-07-24,LZ_SOUTH,0.0112,0,0
2024-07-24,LZ_WEST,0.0181,0,0
2024-07-25,LZ_HOUSTON,0.013,0,0
2024-07-25,LZ_NORTH,0.013,0,0
2024-07-25,LZ_SOUTH,0.0132,0,0
2024-07-25,LZ_WEST,0.0224,0,0
2024-07-26,LZ_HOUSTON,0.0116,0,0
2024-07-26,LZ_NORTH,0.0115,0,0
2024-07-26,LZ_SOUTH,0.0118,0,0
2024-07-26,LZ_WEST,0.0177,0,0
2024-07-27,LZ_HOUSTON,0.0098,0,0
2024-07-27,LZ_NORTH,0.0097,0,0
2024-07-27,LZ_SOUTH,0.01,0,0
2024-07-27,LZ_WEST,0.0112,0,0
2024-07-28,LZ_HOUSTON,0.0114,0,0
2024-07-28,LZ_NORTH,0.0117,0,0
2024-07-28,LZ_SOUTH,0.0099,0,0
2024-07-28,LZ_WEST,0.0123,0,0
2024-07-29,LZ_HOUSTON,0.0193,0,0
2024-07-29,LZ_NORTH,0.0217,0,0
2024-07-29,LZ_SOUTH,0.0128,0,0
2024-07-29,LZ_WEST,0.0212,0,0
2024-07-30,LZ_HOUSTON,0.0135,0,0
2024-07-30,LZ_NORTH,0.0166,0,0
2024-07-30,LZ_SOUTH,0.0087,0,0
2024-07-30,LZ_WEST,0.0131,0,0
2024-07-31,LZ_HOUSTON,0.011,0,0
2024-07-31,LZ_NORTH,0.0158,0,0
2024-07-31,LZ_SOUTH,0.0068,0,0
2024-07-31,LZ_WEST,0.0094,0,0
2024-08-01,LZ_HOUSTON,0.0169,0,0
2024-08-01,LZ_NORTH,0.0187,0,0
2024-08-01,LZ_SOUTH,0.0157,0,0
2024-08-01,LZ_WEST,0.0177,0,0
2024-08-02,LZ_HOUSTON,0.2495,0,0
2024-08-02,LZ_NORTH,0.2623,0,0
2024-08-02,LZ_SOUTH,0.2475,0,0
2024-08-02,LZ_WEST,0.2602,0,0
2024-08-03,LZ_HOUSTON,0.0577,0,0
2024-08-03,LZ_NORTH,0.0649,0,0
2024-08-03,LZ_SOUTH,0.0562,0,0
2024-08-03,LZ_WEST,0.066,0,0
2024-08-04,LZ_HOUSTON,0.0292,0,0
2024-08-04,LZ_NORTH,0.0322,0,0
2024-08-04,LZ_SOUTH,0.028,0,0
2024-08-04,LZ_WEST,0.0371,0,0
2024-08-05,LZ_HOUSTON,0.0392,0,0
2024-08-05,LZ_NORTH,0.0445,0,0
2024-08-05,LZ_SOUTH,0.0378,0,0
2024-08-05,LZ_WEST,0.0517,0,0
2024-08-06,LZ_HOUSTON,0.3697,0,0
2024-08-06,LZ_NORTH,0.3794,0,0
2024-08-06,LZ_SOUTH,0.3655,0,0
2024-08-06,LZ_WEST,0.3745,0,0
2024-08-07,LZ_HOUSTON,0.1952,0,0
2024-08-07,LZ_NORTH,0.2081,0,0
2024-08-07,LZ_SOUTH,0.1896,0,0
2024-08-07,LZ_WEST,0.2043,0,0
2024-08-08,LZ_HOUSTON,0.0271,0,0
2024-08-08,LZ_NORTH,0.0315,0,0
2024-08-08,LZ_SOUTH,0.0257,0,0
2024-08-08,LZ_WEST,0.0324,0,0
2024-08-09,LZ_HOUSTON,0.0189,0,0
2024-08-09,LZ_NORTH,0.0186,0,0
2024-08-09,LZ_SOUTH,0.021,0,0
2024-08-09,LZ_WEST,0.0195,0,0
2024-08-10,LZ_HOUSTON,0.0134,0,0
2024-08-10,LZ_NORTH,0.0134,0,0
2024-08-10,LZ_SOUTH,0.0143,0,0
2024-08-10,LZ_WEST,0.0143,0,0
2024-08-11,LZ_HOUSTON,0.0123,0,0
2024-08-11,LZ_NORTH,0.0125,0,0
2024-08-11,LZ_SOUTH,0.0123,0,0
2024-08-11,LZ_WEST,0.014,0,0
2024-08-12,LZ_HOUSTON,0.0135,0,0
2024-08-12,LZ_NORTH,0.0143,0,0
2024-08-12,LZ_SOUTH,0.0123,0,0
2024-08-12,LZ_WEST,0.0149,0,0
2024-08-13,LZ_HOUSTON,0.0131,0,0
2024-08-13,LZ_NORTH,0.0137,0,0
2024-08-13,LZ_SOUTH,0.0125,0,0
2024-08-13,LZ_WEST,0.0171,0,0
2024-08-14,LZ_HOUSTON,0.028,0,0
2024-08-14,LZ_NORTH,0.0305,0,0
2024-08-14,LZ_SOUTH,0.0203,0,0
2024-08-14,LZ_WEST,0.0326,0,0
2024-08-15,LZ_HOUSTON,0.0678,0,0
2024-08-15,LZ_NORTH,0.0743,0,0
2024-08-15,LZ_SOUTH,0.0505,0,0
2024-08-15,LZ_WEST,0.0801,0,0
2024-08-16,LZ_HOUSTON,0.0772,0,0
2024-08-16,LZ_NORTH,0.0848,0,0
2024-08-16,LZ_SOUTH,0.0557,0,0
2024-08-16,LZ_WEST,0.0902,0,0
2024-08-17,LZ_HOUSTON,0.0374,0,0
2024-08-17,LZ_NORTH,0.0418,0,0
2024-08-17,LZ_SOUTH,0.0245,0,0
2024-08-17,LZ_WEST,0.045,0,0
2024-08-18,LZ_HOUSTON,0.098,0,0
2024-08-18,LZ_NORTH,0.1044,0,0
2024-08-18,LZ_SOUTH,0.0799,0,0
2024-08-18,LZ_WEST,0.1064,0,0
2024-08-19,LZ_HOUSTON,0.2466,0,1
2024-08-19,LZ_NORTH,0.2587,0,1
2024-08-19,LZ_SOUTH,0.21,0,1
2024-08-19,LZ_WEST,0.2574,0,1
2024-08-20,LZ_HOUSTON,0.3052,0,1
2024-08-20,LZ_NORTH,0.3164,0,1
2024-08-20,LZ_SOUTH,0.2903,0,1
2024-08-20,LZ_WEST,0.3212,0,1
2024-08-21,LZ_HOUSTON,0.0441,0,0
2024-08-21,LZ_NORTH,0.0479,0,0
2024-08-21,LZ_SOUTH,0.0403,0,0
2024-08-21,LZ_WEST,0.0559,0,0
2024-08-22,LZ_HOUSTON,0.0288,0,0
2024-08-22,LZ_NORTH,0.03,0,0
2024-08-22,LZ_SOUTH,0.0261,0,0
2024-08-22,LZ_WEST,0.0337,0,0
2024-08-23,LZ_HOUSTON,0.0107,0,0
2024-08-23,LZ_NORTH,0.0115,0,0
2024-08-23,LZ_SOUTH,0.0138,0,0
2024-08-23,LZ_WEST,0.0132,0,0
2024-08-24,LZ_HOUSTON,0.0133,0,0
2024-08-24,LZ_NORTH,0.0139,0,0
2024-08-24,LZ_SOUTH,0.0129,0,0
2024-08-24,LZ_WEST,0.0151,0,0
2024-08-25,LZ_HOUSTON,0.0153,0,0
2024-08-25,LZ_NORTH,0.0157,0,0
2024-08-25,LZ_SOUTH,0.0143,0,0
2024-08-25,LZ_WEST,0.0187,0,0
2024-08-26,LZ_HOUSTON,0.0137,0,0
2024-08-26,LZ_NORTH,0.0137,0,0
2024-08-26,LZ_SOUTH,0.0138,0,0
2024-08-26,LZ_WEST,0.0165,0,0
2024-08-27,LZ_HOUSTON,0.0117,0,0
2024-08-27,LZ_NORTH,0.0122,0,0
2024-08-27,LZ_SOUTH,0.0102,0,0
2024-08-27,LZ_WEST,0.0146,0,0
2024-08-28,LZ_HOUSTON,0.0104,0,0
2024-08-28,LZ_NORTH,0.0104,0,0
2024-08-28,LZ_SOUTH,0.0107,0,0
2024-08-28,LZ_WEST,0.0164,0,0
2024-08-29,LZ_HOUSTON,0.0106,0,0
2024-08-29,LZ_NORTH,0.0104,0,0
2024-08-29,LZ_SOUTH,0.0106,0,0
2024-08-29,LZ_WEST,0.0155,0,0
2024-08-30,LZ_HOUSTON,0.0104,0,0
2024-08-30,LZ_NORTH,0.0103,0,0
2024-08-30,LZ_SOUTH,0.0107,0,0
2024-08-30,LZ_WEST,0.0181,0,0
2024-08-31,LZ_HOUSTON,0.0179,0,0
2024-08-31,LZ_NORTH,0.0176,0,0
2024-08-31,LZ_SOUTH,0.0185,0,0
2024-08-31,LZ_WEST,0.0265,0,0
2024-09-01,LZ_HOUSTON,0.0089,0,0
2024-09-01,LZ_NORTH,0.0087,0,0
2024-09-01,LZ_SOUTH,0.0092,0,0
2024-09-01,LZ_WEST,0.0183,0,0
2024-09-02,LZ_HOUSTON,0.0067,0,0
2024-09-02,LZ_NORTH,0.0066,0,0
2024-09-02,LZ_SOUTH,0.0069,0,0
2024-09-02,LZ_WEST,0.0112,0,0
2024-09-03,LZ_HOUSTON,0.0054,0,0
2024-09-03,LZ_NORTH,0.0054,0,0
2024-09-03,LZ_SOUTH,0.006,0,0
2024-09-03,LZ_WEST,0.0108,0,0
2024-09-04,LZ_HOUSTON,0.0096,0,0
2024-09-04,LZ_NORTH,0.0129,0,0
2024-09-04,LZ_SOUTH,0.0098,0,0
2024-09-04,LZ_WEST,0.0188,0,0
2024-09-05,LZ_HOUSTON,0.0115,0,0
2024-09-05,LZ_NORTH,0.016,0,0
2024-09-05,LZ_SOUTH,0.0112,0,0
2024-09-05,LZ_WEST,0.0196,0,0
2024-09-06,LZ_HOUSTON,0.0082,0,0
2024-09-06,LZ_NORTH,0.0086,0,0
2024-09-06,LZ_SOUTH,0.0072,0,0
2024-09-06,LZ_WEST,0.0108,0,0
2024-09-07,LZ_HOUSTON,0.0059,0,0
2024-09-07,LZ_NORTH,0.0061,0,0
2024-09-07,LZ_SOUTH,0.0054,0,0
2024-09-07,LZ_WEST,0.0075,0,0
2024-09-08,LZ_HOUSTON,0.0067,0,0
2024-09-08,LZ_NORTH,0.0066,0,0
2024-09-08,LZ_SOUTH,0.0069,0,0
2024-09-08,LZ_WEST,0.0091,0,0
2024-09-09,LZ_HOUSTON,0.0118,0,0
2024-09-09,LZ_NORTH,0.0117,0,0
2024-09-09,LZ_SOUTH,0.0114,0,0
2024-09-09,LZ_WEST,0.0165,0,0
2024-09-10,LZ_HOUSTON,0.0175,0,0
2024-09-10,LZ_NORTH,0.0178,0,0
2024-09-10,LZ_SOUTH,0.0154,0,0
2024-09-10,LZ_WEST,0.0218,0,0
2024-09-11,LZ_HOUSTON,0.021,0,0
2024-09-11,LZ_NORTH,0.021,0,0
2024-09-11,LZ_SOUTH,0.0265,0,0
2024-09-11,LZ_WEST,0.0331,0,0
2024-09-12,LZ_HOUSTON,0.0208,0,0
2024-09-12,LZ_NORTH,0.0202,0,0
2024-09-12,LZ_SOUTH,0.0214,0,0
2024-09-12,LZ_WEST,0.0261,0,0
2024-09-13,LZ_HOUSTON,0.0136,0,0
2024-09-13,LZ_NORTH,0.0138,0,0
2024-09-13,LZ_SOUTH,0.0134,0,0
2024-09-13,LZ_WEST,0.015,0,0
2024-09-14,LZ_HOUSTON,0.02,0,0
2024-09-14,LZ_NORTH,0.0205,0,0
2024-09-14,LZ_SOUTH,0.0178,0,0
2024-09-14,LZ_WEST,0.0227,0,0
2024-09-15,LZ_HOUSTON,0.0162,0,0
2024-09-15,LZ_NORTH,0.016,0,0
2024-09-15,LZ_SOUTH,0.0165,0,0
2024-09-15,LZ_WEST,0.0186,0,0
2024-09-16,LZ_HOUSTON,0.0185,0,0
2024-09-16,LZ_NORTH,0.018,0,0
2024-09-16,LZ_SOUTH,0.0199,0,0
2024-09-16,LZ_WEST,0.0244,0,0
2024-09-17,LZ_HOUSTON,0.0128,0,0
2024-09-17,LZ_NORTH,0.0122,0,0
2024-09-17,LZ_SOUTH,0.0141,0,0
2024-09-17,LZ_WEST,0.0209,0,0
2024-09-18,LZ_HOUSTON,0.0142,0,0
2024-09-18,LZ_NORTH,0.0138,0,0
2024-09-18,LZ_SOUTH,0.0152,0,0
2024-09-18,LZ_WEST,0.0184,0,0
2024-09-19,LZ_HOUSTON,0.0373,0,0
2024-09-19,LZ_NORTH,0.0384,0,0
2024-09-19,LZ_SOUTH,0.0379,0,0
2024-09-19,LZ_WEST,0.0419,0,0
2024-09-20,LZ_HOUSTON,0.0149,0,0
2024-09-20,LZ_NORTH,0.0152,0,0
2024-09-20,LZ_SOUTH,0.0149,0,0
2024-09-20,LZ_WEST,0.0205,0,0
2024-09-21,LZ_HOUSTON,0.006,0,0
2024-09-21,LZ_NORTH,0.0067,0,0
2024-09-21,LZ_SOUTH,0.0053,0,0
2024-09-21,LZ_WEST,0.0067,0,0
2024-09-22,LZ_HOUSTON,0.0055,0,0
2024-09-22,LZ_NORTH,0.0055,0,0
2024-09-22,LZ_SOUTH,0.0059,0,0
2024-09-22,LZ_WEST,0.0077,0,0
2024-09-23,LZ_HOUSTON,0.0164,0,0
2024-09-23,LZ_NORTH,0.0199,0,0
2024-09-23,LZ_SOUTH,0.0212,0,0
2024-09-23,LZ_WEST,0.0285,0,0
2024-09-24,LZ_HOUSTON,0.0224,0,0
2024-09-24,LZ_NORTH,0.0261,0,0
2024-09-24,LZ_SOUTH,0.0244,0,0
2024-09-24,LZ_WEST,0.0402,0,0
2024-09-25,LZ_HOUSTON,0.0223,0,0
2024-09-25,LZ_NORTH,0.0274,0,0
2024-09-25,LZ_SOUTH,0.0274,0,0
2024-09-25,LZ_WEST,0.034,0,0
2024-09-26,LZ_HOUSTON,0.019,0,0
2024-09-26,LZ_NORTH,0.0246,0,0
2024-09-26,LZ_SOUTH,0.0275,0,0
2024-09-26,LZ_WEST,0.0382,0,0
2024-09-27,LZ_HOUSTON,0.0132,0,0
2024-09-27,LZ_NORTH,0.0173,0,0
2024-09-27,LZ_SOUTH,0.0202,0,0
2024-09-27,LZ_WEST,0.0301,0,0
2024-09-28,LZ_HOUSTON,0.0113,0,0
2024-09-28,LZ_NORTH,0.0133,0,0
2024-09-28,LZ_SOUTH,0.0151,0,0
2024-09-28,LZ_WEST,0.0235,0,0
2024-09-29,LZ_HOUSTON,0.0153,0,0
2024-09-29,LZ_NORTH,0.0262,0,0
2024-09-29,LZ_SOUTH,0.0245,0,0
2024-09-29,LZ_WEST,0.0413,0,0
2024-09-30,LZ_HOUSTON,0.0284,0,0
2024-09-30,LZ_NORTH,0.0456,0,0
2024-09-30,LZ_SOUTH,0.045,0,0
2024-09-30,LZ_WEST,0.0676,0,0
2024-10-01,LZ_HOUSTON,0.024,0,0
2024-10-01,LZ_NORTH,0.0347,0,0
2024-10-01,LZ_SOUTH,0.0337,0,0
